accession_number	numObservableTrypticPeptides	proteinLength
M0QZI2	6	115
P01270	6	115
E5RHD8	7	115
Q92737-2	6	115
E5RFP4	2	115
Q9UKA8-4	2	115
E9PFH1	5	115
D6R9L2	4	115
P62888	6	115
P05387	6	115
P62854	4	115
Q5JNZ5	4	115
E9PJH4	8	115
Q14151-2	4	115
A6NFY7	4	115
E7EPV7	7	115
C9JXY5	6	115
H0YLA2	7	115
Q11203-9	7	115
O14662-3	6	115
C9J5W6	8	115
A0A087WVG1	3	115
Q8N3R3-2	7	115
A0A0U1RQT4	7	115
A0A5C1	6	115
A0A5B0	6	115
A0A5A6	4	115
F8WEK9	6	115
O95411	7	115
A2RU14	5	115
G3V4Y3	3	115
G3V155	7	115
A0A0K0K1C0	4	115
A0A1B0GX68	6	115
A0A0A0MS06	5	115
A0A075B6N3	5	115
A0A0A6YYK4	5	115
A0A1B0GXH9	5	115
A0A0J9YYF1	5	115
A0A0J9YX20	4	115
A0A0K0K1E9	3	115
A0A0J9YWB2	5	115
Q9C019-2	6	115
E9PP60	4	115
Q8NFU3	5	115
K7EJZ4	6	115
Q6A555-2	6	115
J3KSN5	5	115
E9PL06	5	115
Q9UE35	2	115
A0JD36	6	115
A0A087WYK6	5	114
K7ERY3	3	114
G3V1B6	6	114
A0A087X108	7	114
G3V3S5	6	114
Q07812-6	4	114
G5E931	6	114
D6RAW8	3	114
A0A087WVC9	4	114
E9PRU5	6	114
A0A1B0GWH2	4	114
A0A075B731	2	114
F2Z3M2	5	114
Q0P5P2	5	114
A0A0A0MQR6	1	114
E5RIH8	6	114
P49450-2	3	114
H3BQJ0	5	114
Q8IZ96-4	2	114
I3L359	7	114
O14548	5	114
A0A0U1RQH9	6	114
P42830	5	114
P80162	4	114
A0A1W2PR83	4	114
F8WDM5	4	114
Q92988-3	5	114
F8WF76	5	114
A0A0B4J256	1	114
K7EQ44	4	114
G5EA40	6	114
Q5XKR9-6	3	114
B8ZZA2	6	114
A8MWQ6	4	114
Q494X1-2	4	114
E9PR53	4	114
Q9Y5M1	6	114
F8WCP3	7	114
D6RE00	4	114
E5RGP4	5	114
H3BQU6	4	114
E5RH66	5	114
Q9H334-5	5	114
H3BRX2	4	114
O75223-2	5	114
A0A0G2JRJ5	6	114
Q71UI9-2	4	114
K7EKW7	5	114
Q9XRX5	6	114
Q8IY31-4	4	114
A0A0C4DH24	5	114
A0A0A0MT36	5	114
A0A0A0MS00	3	114
Q4KN30	6	114
Q5T752	2	114
D6RBV0	4	114
E9PRZ4	6	114
F8VZZ9	5	114
M0R0U2	3	114
K7EM95	2	114
D6RDI1	5	114
P12872-3	5	114
D6RCM2	5	114
E9PKT5	2	114
G5EA21	3	114
P08118	3	114
Q14899	5	114
E9PQ53	5	114
F8WBQ8	6	114
F8WC63	6	114
Q7Z6K4	2	114
Q9NPJ8-4	1	114
Q8WXA2-2	8	114
F2Z3P3	5	114
A0A087WWY1	5	114
Q13113	3	114
P52434-3	6	114
Q9H3Y8	5	114
I3L267	5	114
B7ZB02	7	114
Q96I23	4	114
Q8NG50-9	4	114
B9ZVP7	5	114
P05386	3	114
P06702	6	114
I3L1U4	2	114
O75368	6	114
Q96HL8-5	7	114
A0A0U1RR61	6	114
E9PNI5	6	114
V9GYE8	7	114
A0A1W2PQH5	6	114
P20366-3	7	114
F8WEJ7	6	114
P56279	5	114
A0A5C2	6	114
A0A5B3	7	114
A0A580	4	114
A0A5B6	6	114
A0A578	5	114
A0A599	3	114
A0A597	4	114
A0A5A2	3	114
A0A577	6	114
A0A589	6	114
A0A539	6	114
A0A576	6	114
H3BN49	5	114
Q9NUH8	4	114
A8MWL7	4	114
H7C095	7	114
K7EJ28	5	114
A0A087WYS5	3	114
A0A0B4J240	6	114
A0A0B4J271	4	114
A0A0B4J272	4	114
A0A0B4J244	7	114
A0A0K0K1A3	7	114
A0A0K0K1G8	8	114
A0A0K0K1G6	7	114
A0A075B6N1	7	114
A0A075B6N4	6	114
A0A0K0K1C4	7	114
A0A0J9YWV2	6	114
A0A0J9YX65	4	114
A0A0J9YXE9	3	114
A0A0J9YX44	4	114
A0A0A0MS05	3	114
A0A0K0K1D8	6	114
A0A1B0GXE1	6	114
A0A0K0K1A5	6	114
A0A0A6YYG2	7	114
A0A0A0MS04	6	114
A0A0B4J1U6	4	114
A0A087WZG0	6	114
Q6UWF5	2	114
Q7Z5L0-4	6	114
P47992	5	114
Q9UBD3	5	114
D6R9G7	3	114
F5H644	4	114
C9J5W8	6	114
F5H5K5	7	113
F2Z2Q6	5	113
A0A1B0GTG3	5	113
Q6NVV9-2	5	113
H3BN66	4	113
Q7Z2E3-6	6	113
V9GYD0	6	113
F8WDD7	6	113
E5RHJ2	4	113
H3BQB4	4	113
B4DXA6	7	113
A0A087WTF9	6	113
Q9NX04-2	6	113
Q8IVY1	4	113
B5MBY8	6	113
Q504U0	3	113
Q96HY3	6	113
E9PCT3	5	113
Q9BRT8-4	6	113
Q5RIB5	6	113
Q16663	4	113
A0A0B4J2E2	4	113
F8WF96	6	113
H0YKY0	8	113
Q9UBR5-5	1	113
Q9H0A8-3	6	113
D6RI11	5	113
Q03060-27	4	113
B1AHR5	8	113
A0A0C4DG14	6	113
Q5H943	5	113
E5RK99	5	113
D6RF92	4	113
P61803	5	113
V9GYL4	5	113
B8ZZC6	8	113
Q30KQ8	6	113
P49895-7	7	113
P63172	6	113
P41567	5	113
E9PNH5	5	113
O60739	5	113
B8ZZU8	5	113
O43768-6	5	113
M0R0Y0	3	113
G3V5D1	6	113
Q5XKK7-2	5	113
Q08E93	6	113
I3L183	4	113
E9PS69	7	113
Q96HJ9	6	113
G3V1D1	6	113
Q14802-2	5	113
P09565	6	113
G3V5E4	5	113
O43555-3	3	113
A0A1W2PQQ7	5	113
K7EP01	4	113
Q86XA9-3	5	113
Q96FT9-4	5	113
P01705	3	113
P01718	5	113
A0A1W2PR01	4	113
E5RJA6	5	113
Q08EI0	6	113
J3QSG8	6	113
K7EN99	5	113
F8WDI7	5	113
G5E9F5	3	113
Q8TCY5-3	6	113
E5RHV0	5	113
F5H702	7	113
H3BPK2	5	113
Q8N6N6	6	113
O95182	7	113
O95139-2	4	113
F8WDL7	6	113
Q9UMS0-2	5	113
O15130	2	113
H3BT17	7	113
E9PQH2	7	113
J3QRN4	7	113
C9JXC3	7	113
Q96MR7-2	7	113
H0YMI7	5	113
F8WBK9	6	113
Q5JUK9	3	113
Q6UY27	7	113
Q969H6-2	4	113
D6RAD3	7	113
F5H1I5	6	113
G3V0G2	6	113
E5RH02	6	113
E9PQG3	6	113
F8WB51	6	113
A0A087WYT5	6	113
E5RH09	7	113
Q9NYW8-2	3	113
E9PNB6	4	113
E9PR32	4	113
F8WDV7	5	113
P78317-2	1	113
Q9UBF6	5	113
E9PLX7	4	113
F8WC38	6	113
E9PIQ9	6	113
Q9BWD3	6	113
Q17RB0	6	113
A6ZKI3	6	113
G3V1D9	6	113
Q6NVH2	5	113
F8WBG9	0	113
Q6L983	6	113
O60493-3	4	113
Q08648-3	5	113
A0A0G2JLP6	5	113
Q15772-4	8	113
K7EK75	7	113
K7ENG9	7	113
Q86UU9	4	113
F8VP94	6	113
Q5JUR7-2	3	113
F8WDC8	6	113
F8VR05	3	113
H3BQT8	2	113
Q8N2U0	3	113
E9PBX6	5	113
A0ZSE6	7	113
C9IZ85	4	113
Q13595-2	5	113
F5H785	5	113
O75865-3	1	113
A0A075B6T6	6	113
A0A0B4J235	4	113
A0A075B6V5	4	113
A0A0B4J249	5	113
A0A0A6YYK1	4	113
A0A0B4J237	6	113
A0A0A6YYJ7	6	113
A0A0B4J246	6	113
A0A0B4J262	6	113
A0A075B6U6	5	113
A0A0A6YYG3	7	113
K7ERR5	5	113
F8VNT7	3	113
F8WBE6	3	113
O43914	4	113
J3QRU4	4	113
Q8TF47-3	4	113
D6RB60	6	113
M0R0L5	5	113
K7EN80	6	113
M0QZ45	2	113
A0JD37	6	113
A0A096LNT9	5	112
D6RAR5	3	112
A0A087X126	5	112
P24666-4	7	112
Q14CB8-4	5	112
P56211	6	112
Q6P7P1	4	112
H3BNI4	4	112
O43521-17	3	112
B8ZZE5	5	112
E7ERS6	7	112
P51636-3	5	112
A6NNP5-5	4	112
Q9Y4X3	3	112
B4DP81	6	112
Q99674-3	2	112
R4GN13	4	112
A0A0C4DGJ7	7	112
P04118	7	112
Q9BYD5	2	112
Q03060-24	3	112
Q96J86-4	5	112
Q9BQY9-3	0	112
M0R1S3	6	112
A0A087X069	4	112
Q96GE9-2	3	112
J3QL90	5	112
I3L166	4	112
A0A1B0GTV4	6	112
Q15369	7	112
Q6UW88-3	4	112
Q6NZ36-6	5	112
Q5XKR9-4	3	112
H3BPC2	3	112
Q9Y421	5	112
A6NCQ8	4	112
A0A0U1RQS3	7	112
Q9H0Q3-2	6	112
G3V4M2	7	112
Q3B7J2-3	5	112
K7EJT7	7	112
O43555-2	3	112
Q5JYG4	6	112
Q16661	4	112
Q96HZ4-4	7	112
Q9BPY8-4	5	112
A6NIR2	5	112
A0A087X174	4	112
E9PQN9	4	112
E9PS44	4	112
P01714	5	112
P01717	5	112
Q1A5X6-2	5	112
A0A1W2PQP8	2	112
O75840-5	4	112
P60329	0	112
Q7Z4B0	4	112
F8WDI3	5	112
Q96EL3	6	112
Q5J8X5-2	5	112
J3KT95	6	112
A0A0C4DGM6	3	112
H0YN00	7	112
Q9BQ15-2	2	112
Q8N8M0-2	5	112
O15453	5	112
F8VRQ0	6	112
P52952-3	6	112
M0R0T8	4	112
Q16612-2	3	112
D6RC55	6	112
Q6QHF9-9	6	112
F5H0C5	5	112
F8WEN5	2	112
Q13519-2	6	112
A0A0D9SF23	5	112
Q8N819-3	6	112
D6R908	6	112
A0A087WY10	6	112
K7EKQ3	2	112
H0YMF4	5	112
H0Y5B4	4	112
K7EM56	4	112
J3KP25	6	112
R4GMR9	5	112
E9PBQ8	4	112
D6R9P2	4	112
P37840-2	7	112
E9PF91	6	112
J3KSQ9	7	112
A0A1W2PRT0	6	112
A0A1B0GVV9	7	112
Q9P0S9	5	112
Q9H0R3-2	6	112
A0A0B4J245	5	112
A0A0B4J241	4	112
A0A0B4J275	6	112
A0A0B4J234	4	112
A0A0B4J274	4	112
A0A0B4J279	4	112
A0A087WSZ9	7	112
A0A0B4J273	5	112
A0A0B4J266	4	112
A0A075B6U4	4	112
A0A075B6T8	2	112
A0A087WT02	3	112
A0A075B6M9	5	112
G3V381	6	112
O43914-2	3	112
Q96RP3	3	112
D6RB53	6	112
V9GYR5	5	112
A2RRH5-3	5	112
F5GYM2	2	112
G3V1K8	6	112
M0QYK4	5	112
A0A0A0MTS4	6	112
F8WDJ7	5	112
A0A0B4J2C4	2	111
K7EK09	7	111
Q6RW13-4	8	111
Q6UXT8-2	4	111
I3L4Z7	5	111
Q8N3C0-3	4	111
Q9NYM9	5	111
Q00994	3	111
Q5H9J7	4	111
J3QKM1	5	111
E5RFV1	1	111
Q9P2K1-6	4	111
Q8WWL7-3	6	111
Q96BE9	6	111
E5RH67	3	111
A0A0D9SFU6	8	111
G3V4A6	5	111
H3BV69	4	111
Q86T23	6	111
I3L2R5	5	111
O95715	3	111
O96002	3	111
Q9BYW3	7	111
G3V543	4	111
H0YDN8	2	111
K7EJM8	5	111
E9PHZ3	7	111
E5RIG3	5	111
H3BQT7	4	111
B8ZZ85	5	111
A0A1B0GU83	5	111
Q5T248	5	111
Q13352-3	5	111
Q9UKR0-3	8	111
Q9GZY6-2	5	111
B5MCP4	5	111
H3BUP7	6	111
D6RGX8	5	111
F8WCX4	6	111
P21145-2	0	111
K7ERE5	1	111
F8VTY5	6	111
I3L4T2	5	111
C9JYI0	5	111
P61599-2	4	111
F8WEY1	7	111
C9JER6	6	111
Q7Z2X7	4	111
Q5JRK9	4	111
G3V457	6	111
Q86TB9-3	5	111
Q15004	5	111
D6R9J0	6	111
U3KQ24	7	111
J3KMW3	5	111
F8WDC4	5	111
F8WC47	3	111
H7C5Z1	6	111
Q9NQX1-3	8	111
P06454	3	111
A6NC62	2	111
Q9BQ08	2	111
V9GY67	6	111
I3L246	5	111
A6NND1	4	111
E9PAP1	5	111
F8WCF4	7	111
H0YK85	2	111
E9PN09	5	111
E9PJC1	6	111
Q8NCR6-3	4	111
Q9Y6J8-5	7	111
P20366-2	6	111
E5RIS7	6	111
A0A5B4	5	111
A0A5B7	4	111
D6REL7	4	111
Q8NBL3-2	4	111
F8WE15	4	111
Q5TDE6	5	111
D4PHA6	7	111
E5RFR7	5	111
A0A075B6X5	6	111
A0A075B6N2	5	111
A0A0K0K1B3	4	111
A6NMA1	4	111
F5H1K3	6	111
A0A1B0GUB9	7	111
A0A1B0GV67	6	111
R4GMM6	5	111
Q9BZX2-2	6	111
P14927	5	111
K7EL71	3	111
Q8WWY7	7	111
Q96GT9	5	111
Q8WTP9	5	111
S4R440	6	111
S4R340	6	111
S4R342	7	111
I3NI43	6	111
A0A286YF32	5	110
A0A087WV05	6	110
S4R3C7	4	110
F5H3R3	2	110
Q96DE5	5	110
V9GYT2	3	110
E9PNY8	6	110
A0A1B0GVA3	5	110
E7EQ97	4	110
G3V4B1	3	110
G3V390	5	110
Q8TDH9-2	6	110
Q8WW14-3	3	110
A0A1B0GU63	6	110
Q96LL3-2	3	110
A0A140TA84	4	110
F5H2Z5	6	110
Q6ZSJ8	7	110
E5RFY9	6	110
C9IYC4	5	110
F8WBB8	5	110
Q5XLA6	4	110
Q5FBZ0	3	110
J3KST0	6	110
Q96LX7-3	6	110
F8VX62	3	110
P42081-2	1	110
H3BR11	5	110
J3QRX0	6	110
Q9UKY7-3	3	110
Q9BSY4	7	110
Q9BUK0-4	5	110
P24386-2	4	110
H3BRX0	6	110
Q9Y5P2-2	3	110
A0A1W2PQG5	3	110
E9PCB3	8	110
P81605	3	110
F2Z2E0	5	110
G3V5L9	4	110
G3V190	1	110
Q9BV81	4	110
M0R1V5	8	110
R4GMY5	3	110
D6RED6	8	110
Q04609-3	5	110
G3V2N0	4	110
M0QXF6	6	110
G3V1N2	5	110
Q5GLZ8-4	3	110
B1ANH7	2	110
Q6UW32	6	110
Q96T52-2	5	110
P01308	3	110
D6RGC6	6	110
Q9Y5K2-2	3	110
A0A0U1RR33	2	110
A0A0G2JMC3	3	110
Q5T7P2	3	110
O14633	2	110
Q5TA81	2	110
Q5TA82	2	110
E7EX95	5	110
D6RJ01	6	110
F8W0S4	5	110
B8ZZY8	6	110
H3BR20	8	110
A8MTD3	8	110
I3L0T6	6	110
K7EKU2	5	110
G5E9P5	5	110
E7EPW2	6	110
Q96PG1-3	5	110
E7EWX0	6	110
A0A1W2PPF5	4	110
A0A1W2PR27	4	110
G3V5K2	4	110
J3QLW7	6	110
Q96GU1-2	6	110
E9PJ27	3	110
C9JQ45	5	110
Q7RTV0	6	110
Q5SYF3	6	110
D6REC3	2	110
E9PHV4	5	110
B1AJY6	4	110
P06454-2	3	110
P20472	6	110
Q13278	5	110
J3QQV1	5	110
P18077	3	110
P33763-2	6	110
O75920	4	110
F8WEV5	7	110
O15304-2	6	110
Q8TCC7-3	6	110
J3KN42	7	110
Q96K37-2	7	110
Q9HBX3	6	110
P09132-2	3	110
A0A1W2PR43	7	110
H0YLW4	5	110
E7ERV2	1	110
H0Y7B0	2	110
E9PLJ7	7	110
Q8IUX1-3	5	110
B4E0E3	5	110
Q6ZP80-3	2	110
A0A096LNV8	4	110
A0A1B0GTI8	2	110
A0A0B4J2B0	5	110
A0A0B4J277	5	110
A0A0B4J263	6	110
F2Z2M2	6	110
Q5JRJ0	6	110
A0A0C4DH51	6	110
M0QX14	6	110
K7ERA8	5	110
O75896	5	110
F5H6S7	7	110
S4R325	7	110
A0A0B4J247	4	110
F8WDR1	4	110
D3DPQ2	4	110
E5RGL3	4	110
K7EM14	7	110
Q8N720-4	4	110
H3BTK8	2	110
M0QY60	7	110
A0A075B796	4	110
Q8N2B8-2	4	109
B4DSR2	9	109
H0YKZ1	6	109
Q8N302-2	4	109
A0A087WVD7	7	109
D6RDN6	5	109
P16157-22	6	109
E5RGF3	5	109
I3L2A5	3	109
Q86Y30	6	109
Q86Y29	6	109
O43521-5	6	109
Q96FH0-2	6	109
B4DYW4	5	109
Q6IB99	5	109
D6REY7	6	109
Q8TAB7	5	109
Q16627-2	5	109
D6RBY8	5	109
Q8TBR5	5	109
P12074	5	109
Q03060-11	4	109
A6NIL9	5	109
O43927	4	109
F5H832	4	109
A0A0A0MRM6	6	109
P49895-3	6	109
A0A087WWX2	7	109
Q5T1X2	6	109
Q8N5C7-3	4	109
G3V5N6	6	109
C9J7B5	5	109
J3KSI9	4	109
D6RBE3	5	109
Q5TYM5-2	4	109
Q86X60-2	4	109
X6R6T9	5	109
H3BRW3	4	109
Q5YKI7	6	109
M0R0C1	4	109
P52657	4	109
P04921-3	4	109
P52926	4	109
F2Z2C2	4	109
Q96FT9-3	6	109
E5RFG5	7	109
E5RIF4	6	109
H3BUT3	3	109
H0YMJ4	4	109
M0R151	5	109
P61326-2	7	109
F5H413	3	109
V9GY37	3	109
Q9Y5U8	4	109
A0A087WVZ0	4	109
I3L295	5	109
P40205	6	109
I3L464	5	109
F5H7Q5	3	109
Q9BXD5-5	4	109
Q8IXM6-6	2	109
S4R3J7	2	109
P0CE72	7	109
P0CE71	6	109
A8MYP8-2	7	109
H3BR02	6	109
A0A1B0GXE7	4	109
Q5JPU3	4	109
Q99471-3	6	109
J3KP61	5	109
Q13401-3	5	109
F5H0E0	5	109
Q8WVI7	5	109
D6REW1	4	109
K7ENX1	4	109
Q9NS64	5	109
J3KSP0	4	109
I3L4V3	5	109
Q9GZT3	6	109
A0A087WYH0	6	109
Q5VZE7	4	109
O94901-4	4	109
B7Z6W2	6	109
P19532-2	5	109
D6REM3	5	109
K7EIX4	5	109
B4DJY2	4	109
K7ESC1	6	109
O43734-4	7	109
A0A0B4J286	7	109
H3BUK6	6	109
A0A0A6YYK6	5	109
A0A0B4J276	3	109
A0A087WT03	7	109
A0A0B4J265	6	109
A0A087WT01	3	109
A0A0B4J268	4	109
Q5VVL2	6	109
Q8NFU3-3	5	109
M0QY37	6	109
A0A087WW00	4	109
C9J827	2	109
E9PMQ3	6	109
M0R2I1	8	109
M0R0D9	8	109
F1T0F3	4	109
A0A075B791	4	109
A0A075B7A7	6	109
B3KNS4	4	109
A0A286YFG1	3	108
A0A1B0GTH9	4	108
F8WEB9	5	108
F8WBT9	5	108
F8VW87	5	108
Q9UBL0-6	3	108
P18859	5	108
M0QXG9	6	108
O43521-3	5	108
Q8IZY5	6	108
A0A1B0GUT2	8	108
H3BQB3	3	108
A6NGG3-2	7	108
I3L4E1	6	108
A0A1W2PRX7	3	108
A0A087WYM1	6	108
P51878-4	4	108
J3QS23	6	108
E9PNW4	6	108
D6RDN0	3	108
D6RFH2	3	108
F8WB46	5	108
Q6FI81-2	8	108
Q9NZ45	6	108
A0A1B0GTV3	3	108
H3BN40	5	108
Q9UHC6-2	4	108
I3L1Z1	6	108
Q03060-9	3	108
A0A024R3B9	6	108
A0A1B0GTR3	3	108
E7ERT7	5	108
F8VUW5	2	108
Q9BUQ8-2	1	108
Q5HYF7	7	108
A0A0B4J1Y7	5	108
R4GN25	6	108
P62942	4	108
P68106	4	108
Q5VVH2	4	108
I3L269	8	108
H3BU22	6	108
P01286	7	108
Q86UP8-4	6	108
A0A096LPI5	6	108
V9GZ04	4	108
Q9H7X7-3	5	108
J3QSS7	7	108
A8MVG7	4	108
Q9UK76-3	3	108
Q68G75-5	3	108
Q8N535	5	108
A6NM66	6	108
A0A0U1RRK4	6	108
F8WCG9	3	108
H0YK98	2	108
F2Z2E6	7	108
A0A087WZL1	0	108
E9PKX9	5	108
H0YF02	5	108
F8WEY8	3	108
P12872-2	5	108
B4DNP3	2	108
Q16653-12	3	108
Q6UWV2-3	2	108
Q5JYA8	6	108
A0A1B0GUC4	5	108
Q9HCH0-4	5	108
P56181	6	108
E5RGX7	5	108
A0A0C4DH76	3	108
Q5VX84	4	108
B1AKZ5	5	108
E9PPT6	5	108
P57054-3	3	108
F8W8L1	7	108
Q9Y2Y1	6	108
D6RHV0	5	108
H3BRQ9	3	108
Q9HC23-2	5	108
D6RB92	7	108
J3KNR6	4	108
F8WAY6	5	108
Q5JS13-6	5	108
K7EPW1	4	108
F6U784	5	108
P62877	4	108
Q9HD89	7	108
E7EWZ7	4	108
Q9UBF6-2	5	108
E9PLL6	6	108
B5MCI8	5	108
Q5VUM1	5	108
G3V1W4	6	108
F8WBV6	5	108
Q5TIH2	5	108
I3L4C9	5	108
E9PMA3	2	108
P62316-2	6	108
Q6PDA7-2	6	108
A0A0A0MR37	5	108
A0A0G2JNX7	6	108
A0A0A0MRG4	6	108
A0A1B0GTR4	4	108
Q8NFX7-3	4	108
Q5VWT9	2	108
J3QSB9	3	108
Q16559	4	108
Q96NH3-5	4	108
O75347	5	108
V9GYF3	5	108
E9PRS9	4	108
Q96I45	6	108
B8ZZT5	0	108
A0A087WTH1	3	108
Q9HCN2-3	6	108
Q5T6R2-2	5	108
A0A0B4J248	3	108
E5RGZ6	7	108
A9Z1W9	6	108
Q8WWM1	4	108
A0A1B0GVV4	6	108
M0QXG3	5	108
K7ERD9	6	108
J3KNQ9	4	108
J3QQQ9	5	107
K9J7I2	6	107
F6VBM3	6	107
G3V365	5	107
F8WE30	4	107
V9GYU2	3	107
R4GMN5	5	107
Q9BRG6	2	107
F8VS86	4	107
P0C7Q2	6	107
J3KTB2	5	107
Q53S33	4	107
Q96LP6-3	5	107
F8VV97	5	107
Q9NSK7-3	3	107
D6RD30	3	107
C9JWC0	2	107
Q9NSP4-4	8	107
J3KTQ1	5	107
F8W156	6	107
F8W084	4	107
P09341	7	107
P19875	6	107
P19876	7	107
A0PJW8	7	107
P30046-2	6	107
H3BQ81	4	107
J3QLJ8	5	107
Q9UKB3-2	6	107
F8VZI8	5	107
A0A0D9SFD7	4	107
C9JRD9	4	107
F8WE28	6	107
Q9Y421-2	6	107
K7ENN5	6	107
C9JLC0	3	107
Q96DB9-2	1	107
P01286-2	7	107
A0A1W2PRI1	4	107
F8WBB5	5	107
P04921-2	4	107
V9GYS5	4	107
Q9Y241-2	4	107
P17096	4	107
F8WBS7	4	107
K9M1U5-4	4	107
Q8WYA0-4	5	107
P01834	5	107
A8MYZ5	5	107
G3V1A3	5	107
F8WEK5	4	107
H3BNK2	8	107
D6RA86	6	107
A0A0U1RR64	4	107
Q96S19-3	8	107
B3KQX1	3	107
P56278	5	107
D6RGV1	5	107
A6NFF2	2	107
K7EP87	6	107
E9PM14	5	107
Q9BYG4-2	4	107
A0A087WYH2	6	107
Q58A44	5	107
Q8IUZ5-2	7	107
Q9HCU8	7	107
Q6XCG6	1	107
F8VRK2	3	107
H0YNR8	3	107
D6RB19	5	107
G3V3U4	7	107
A0A087WXQ8	5	107
B8ZZQ6	3	107
A8MZH8	4	107
K7EKG7	5	107
D6RAF6	5	107
P0C7P2	6	107
Q86UA6-7	1	107
B3KTT3	1	107
F8W1K8	5	107
A2A2V5	2	107
Q9UJC5	5	107
Q5TBJ2	3	107
Q9GZT3-2	6	107
Q9H4I9	5	107
Q96E16	3	107
H3BR10	4	107
H0YKD5	3	107
D6RJC5	6	107
Q13243-2	2	107
A0A1W2PR24	6	107
A0A1W2PP90	6	107
Q86UU9-5	4	107
G3V0F3	6	107
B7Z4A5	7	107
F8WCR3	6	107
D6RHT9	7	107
F6XC58	7	107
B3KNL7	3	107
A2RRL7	1	107
Q9BUB7-3	6	107
O14717-6	6	107
A8MX21	4	107
F8WDA0	4	107
I3L3T1	5	107
F8WBE4	1	107
K7ES18	2	107
A0A0G2JRS6	5	107
A0A0G2JQ71	4	107
M0R091	7	107
E5RGZ8	4	107
E7ESA3	5	106
J3QRA6	4	106
F8WCS4	2	106
P18847-4	5	106
F5H7B6	4	106
Q9UII2	5	106
I3L3C5	6	106
Q5SZJ8-2	4	106
A0A0B4J1R7	6	106
O14599	6	106
Q8WUW1-2	6	106
P22748-2	5	106
E9PMY2	4	106
E9PKR4	1	106
E5RGK4	5	106
D6R984	5	106
D6RAZ7	7	106
A5D8T8-2	4	106
Q7Z7K0	4	106
Q9Y2R0	6	106
Q53SF7-5	6	106
H3BS11	6	106
Q9P0S2	4	106
O60397	6	106
I3L497	4	106
E9PMP4	4	106
E5RK15	5	106
E9PN04	7	106
E9PMU3	7	106
E9PN91	5	106
B7ZBL6	6	106
F2Z3J0	5	106
F8WC08	5	106
Q9C0B1-4	6	106
J3QRS8	4	106
A0A1W2PQU6	6	106
Q4G1C9-3	6	106
P35754	5	106
Q9BW72	3	106
Q4VC39	3	106
P52926-2	3	106
A8MVF3	3	106
A0A0A0MSX5	5	106
E9PP88	2	106
P0CG04	6	106
P0DOY2	6	106
P0DOY3	6	106
P0CF74	6	106
A0M8Q6	6	106
Q9GZP8	4	106
F5GX94	5	106
C9JBD0-2	5	106
Q5TA79	2	106
E9PGU0	5	106
E5RIL0	5	106
E9PNX9	3	106
Q49AS3	4	106
Q9Y291	5	106
Q8IY64	5	106
H3BPD2	5	106
O43920	5	106
K7EKL1	5	106
F5H3L1	4	106
B3KN26	5	106
Q9BY65	5	106
A0A087WUV3	5	106
I3L514	8	106
E9PKH9	4	106
Q9BUH6-2	2	106
F5H3Z7	4	106
Q96FE7-3	3	106
D6RFY5	6	106
G3V5U8	4	106
A0A0C4DFS3	5	106
Q6JBY9-2	3	106
Q8TEB9-2	6	106
P57055-2	3	106
Q86UA6-5	1	106
Q86UA6-6	1	106
F5H3Q7	1	106
P83881	4	106
Q969Q0	4	106
K7ES42	3	106
D6RDG0	5	106
Q99720-4	4	106
Q9C004-2	5	106
E9PNN5	6	106
Q9NR00	4	106
S4R3G2	3	106
B3KT46	3	106
A2RRL7-3	1	106
G5EA27	3	106
H3BMW7	4	106
A0A087WTJ7	4	106
A0A0B4J238	3	106
Q15654-2	6	106
F5GX77	6	106
Q5T1D7	3	106
Q9Y284	4	106
J3KRF9	7	106
K7EKT9	3	106
M0R113	4	106
M0R2T6	5	106
M0QXZ2	7	106
Q8IVS5	4	106
F8WE97	6	106
A0A075B7B0	4	106
A0A286YF77	4	105
A0A286YEV6	5	105
F8WB63	6	105
D6RCE7	5	105
F5GWM6	4	105
P0C853	2	105
Q96B45	6	105
Q5T292	6	105
H3BMD3	5	105
A0A0C4DH14	5	105
Q8N319-4	4	105
F8W0F8	5	105
J3KRI2	5	105
P42771-2	4	105
Q8WUH1-3	5	105
Q9UBH5	4	105
H3BNF1	2	105
Q96DZ9-5	5	105
O00230	4	105
F5H240	1	105
P99999	5	105
C9JD15	5	105
H7C5W0	4	105
O96015	6	105
F8WCJ1	4	105
E5RFW0	5	105
I3L485	6	105
O43768-8	4	105
P61578	4	105
P61579	4	105
P61575	4	105
G3XAI9	4	105
C9J2Y4	6	105
A6NFZ4	5	105
E9PM45	4	105
E9PK62	6	105
G3V373	2	105
Q10472-2	3	105
B0QYR5	3	105
Q9UBU3-3	6	105
F8WAT9	4	105
A0A0G2JRN4	5	105
E9PH25	3	105
P61576	5	105
P61574	4	105
M0R247	3	105
F8WBY7	5	105
G3V349	7	105
A0A0B4J270	2	105
A0A075B6I7	6	105
K7EQ00	7	105
A0A1B0GTU0	3	105
E7EUW8	4	105
H3BQ90	5	105
D6R9K4	4	105
Q9BYP8	0	105
Q53QV2	5	105
Q86TU6	4	105
I3L2T6	0	105
D6REW6	4	105
Q17RY6-2	8	105
A0A1W2PPW1	4	105
A0A1W2PP14	4	105
E9PKJ8	4	105
Q6NSB6	4	105
E5RK11	5	105
D6RA88	4	105
O75438-2	4	105
O95178	4	105
A8K7K2	5	105
A6NNU8	6	105
R4GNE6	5	105
E5RGG7	4	105
